OBJECTID,Field name,Field region,Reporting unit name,Reporting Unit Type Code,Reporting Unit Type Description,"Onshore,Offshore Flag",Reporting Period Date,Reporting Period in yyyymm format,Reporting Period Month,Reporting Period Month Name,Reporting Period Year,Oil Production Mass (tonnes),Oil Production Volume (m3),Oil Production volume (mb/d),Oil production density (Kg/m3),Dry gas production mass (tonnes),Dry gas production volume (ksm3),Dry Gas Production volume (MMscf/d),Dry Gas Production Density (kg/sm3),Associated gas production mass (tonnes),Associated Gas Production Volume (MMscf/d),Associated Gas Production Volume (ksm3),Associated Gas Production density (kg/sm3),Gas Condensate mass (kg),Gas condensate volume (ksm3),Gas condensate volume (mb/d),Gas condensate density (kg/sm3),Injected water volume (m3),Injected water volume (mb/d),Water production volume (ksm3),Water production volume (mb/d),Operator Organisation Group,x,y
4099,BEINN,CNS,BEINN,P,Oil Field Exporting to Pipeline,Offshore,"5/14/2013, 8:00 PM",201305,05,May,2013,229.034,299,0.06066806,766,,,,,1366.4,1.94574258,1708,0.8,,,,,0,0,53,0.01075387,MARATHON OIL UK LIMITED,1.3539810690000422,58.81668458300004
4100,BEINN,CNS,BEINN,P,Oil Field Exporting to Pipeline,Offshore,"6/14/2013, 8:00 PM",201306,06,June,2013,230.384,308,0.06457733,748,,,,,2478.4,3.64686233,3098,0.8,,,,,0,0,497,0.10420433,MARATHON OIL UK LIMITED,1.3539810690000422,58.81668458300004
4101,BEINN,CNS,BEINN,P,Oil Field Exporting to Pipeline,Offshore,"7/14/2013, 8:00 PM",201307,07,July,2013,49.038,66,0.01339161,743,,,,,1534.4,2.18497323,1918,0.8,,,,,0,0,569,0.11545194,MARATHON OIL UK LIMITED,1.3539810690000422,58.81668458300004
4102,BEINN,CNS,BEINN,P,Oil Field Exporting to Pipeline,Offshore,"8/14/2013, 8:00 PM",201308,08,August,2013,264.193,349,0.07081323,757,,,,,948,1.34994435,1185,0.8,,,,,0,0,461,0.09353839,MARATHON OIL UK LIMITED,1.3539810690000422,58.81668458300004
4103,BEINN,CNS,BEINN,P,Oil Field Exporting to Pipeline,Offshore,"9/14/2013, 8:00 PM",201309,09,September,2013,210.6,270,0.05661,780,,,,,542.4,0.798119,678,0.8,,,,,0,0,445,0.09330167,MARATHON OIL UK LIMITED,1.3539810690000422,58.81668458300004
4104,BEINN,CNS,BEINN,P,Oil Field Exporting to Pipeline,Offshore,"10/14/2013, 8:00 PM",201310,10,October,2013,4.764,6,0.00121742,794,,,,,116,0.16518306,145,0.8,,,,,0,0,314,0.06371161,MARATHON OIL UK LIMITED,1.3539810690000422,58.81668458300004
4105,BEINN,CNS,BEINN,P,Oil Field Exporting to Pipeline,Offshore,"11/14/2013, 7:00 PM",201311,11,November,2013,0,0,0,0,,,,,153.6,0.226016,192,0.8,,,,,0,0,362,0.07589933,MARATHON OIL UK LIMITED,1.3539810690000422,58.81668458300004
4106,BEINN,CNS,BEINN,P,Oil Field Exporting to Pipeline,Offshore,"12/14/2013, 7:00 PM",201312,12,December,2013,0,0,0,0,,,,,137.6,0.19594129,172,0.8,,,,,0,0,265,0.05376935,MARATHON OIL UK LIMITED,1.3539810690000422,58.81668458300004
4107,BEINN,CNS,BEINN,P,Oil Field Exporting to Pipeline,Offshore,"1/14/2014, 7:00 PM",201401,01,January,2014,0,0,0,0,,,,,16,0.02278387,20,0.8,,,,,0,0,0,0,MARATHON OIL UK LIMITED,1.3539810690000422,58.81668458300004
4108,BEINN,CNS,BEINN,P,Oil Field Exporting to Pipeline,Offshore,"2/14/2014, 7:00 PM",201402,02,Feburary,2014,0,0,0,0,,,,,18.4,0.02900875,23,0.8,,,,,0,0,0,0,MARATHON OIL UK LIMITED,1.3539810690000422,58.81668458300004
4109,BEINN,CNS,BEINN,P,Oil Field Exporting to Pipeline,Offshore,"3/14/2014, 8:00 PM",201403,03,March,2014,0,0,0,0,,,,,18.4,0.02620145,23,0.8,,,,,0,0,536,0.10875613,MARATHON OIL UK LIMITED,1.3539810690000422,58.81668458300004
4110,BEINN,CNS,BEINN,P,Oil Field Exporting to Pipeline,Offshore,"4/14/2014, 8:00 PM",201404,04,April,2014,213.756,282,0.059126,758,,,,,1628.8,2.39671133,2036,0.8,,,,,0,0,825,0.172975,MARATHON OIL UK LIMITED,1.3539810690000422,58.81668458300004
4111,BEINN,CNS,BEINN,P,Oil Field Exporting to Pipeline,Offshore,"5/14/2014, 8:00 PM",201405,05,May,2014,12.288,16,0.00324645,768,,,,,72,0.10252742,90,0.8,,,,,0,0,34,0.00689871,MARATHON OIL UK LIMITED,1.3539810690000422,58.81668458300004
4112,BEINN,CNS,BEINN,P,Oil Field Exporting to Pipeline,Offshore,"6/14/2014, 8:00 PM",201406,06,June,2014,398.288,496,0.10399467,803,,,,,1650.4,2.42849483,2063,0.8,,,,,0,0,1267,0.26564767,MARATHON OIL UK LIMITED,1.3539810690000422,58.81668458300004
4113,BEINN,CNS,BEINN,P,Oil Field Exporting to Pipeline,Offshore,"7/14/2014, 8:00 PM",201407,07,July,2014,14.274,18,0.00365226,793,,,,,172,0.24492661,215,0.8,,,,,0,0,56,0.01136258,MARATHON OIL UK LIMITED,1.3539810690000422,58.81668458300004
4114,BEINN,CNS,BEINN,P,Oil Field Exporting to Pipeline,Offshore,"8/14/2014, 8:00 PM",201408,08,August,2014,0,0,0,0,,,,,100.8,0.14353839,126,0.8,,,,,0,0,4,0.00081161,MARATHON OIL UK LIMITED,1.3539810690000422,58.81668458300004
4115,BEINN,CNS,BEINN,P,Oil Field Exporting to Pipeline,Offshore,"9/14/2014, 8:00 PM",201409,09,September,2014,504.686,658,0.13796067,767,,,,,1474.4,2.16951817,1843,0.8,,,,,0,0,815,0.17087833,MARATHON OIL UK LIMITED,1.3539810690000422,58.81668458300004
4116,BEINN,CNS,BEINN,P,Oil Field Exporting to Pipeline,Offshore,"10/14/2014, 8:00 PM",201410,10,October,2014,902.616,1144,0.23212129,789,,,,,2338.4,3.32986274,2923,0.8,,,,,0,0,860,0.17449677,MARATHON OIL UK LIMITED,1.3539810690000422,58.81668458300004
4117,BEINN,CNS,BEINN,P,Oil Field Exporting to Pipeline,Offshore,"11/14/2014, 7:00 PM",201411,11,November,2014,889.056,1134,0.237762,784,,,,,2988,4.3967175,3735,0.8,,,,,0,0,867,0.181781,MARATHON OIL UK LIMITED,1.3539810690000422,58.81668458300004
4118,BEINN,CNS,BEINN,P,Oil Field Exporting to Pipeline,Offshore,"12/14/2014, 7:00 PM",201412,12,December,2014,481.394,626,0.12701742,769,,,,,1756.8,2.50166903,2196,0.8,,,,,0,0,538,0.10916194,MARATHON OIL UK LIMITED,1.3539810690000422,58.81668458300004
4119,BEINN,CNS,BEINN,P,Oil Field Exporting to Pipeline,Offshore,"1/14/2015, 7:00 PM",201501,01,January,2015,801.06,1027,0.20838161,780,,,,,2809.6,4.00084774,3512,0.8,,,,,0,0,575,0.11666935,MARATHON OIL UK LIMITED,1.3539810690000422,58.81668458300004
4120,BEINN,CNS,BEINN,P,Oil Field Exporting to Pipeline,Offshore,"2/14/2015, 7:00 PM",201502,02,Feburary,2015,776.092,1004,0.22554143,773,,,,,2736,4.313475,3420,0.8,,,,,0,0,543,0.12198107,MARATHON OIL UK LIMITED,1.3539810690000422,58.81668458300004
4121,BEINN,CNS,BEINN,P,Oil Field Exporting to Pipeline,Offshore,"3/14/2015, 8:00 PM",201503,03,March,2015,818.688,1066,0.21629484,768,,,,,2860.8,4.07375613,3576,0.8,,,,,0,0,762,0.15461226,MARATHON OIL UK LIMITED,1.3539810690000422,58.81668458300004
4122,BEINN,CNS,BEINN,P,Oil Field Exporting to Pipeline,Offshore,"4/14/2015, 8:00 PM",201504,04,April,2015,854.359,1111,0.23293967,769,,,,,3065.6,4.51090267,3832,0.8,,,,,0,0,691,0.14487967,MARATHON OIL UK LIMITED,1.3539810690000422,58.81668458300004
4123,BEINN,CNS,BEINN,P,Oil Field Exporting to Pipeline,Offshore,"5/14/2015, 8:00 PM",201505,05,May,2015,749.412,972,0.19722194,771,,,,,3477.6,4.95207435,4347,0.8,,,,,0,0,691,0.14020613,MARATHON OIL UK LIMITED,1.3539810690000422,58.81668458300004
4124,BEINN,CNS,BEINN,P,Oil Field Exporting to Pipeline,Offshore,"6/14/2015, 8:00 PM",201506,06,June,2015,527.742,674,0.14131533,783,,,,,2340,3.4432125,2925,0.8,,,,,0,0,423,0.088689,MARATHON OIL UK LIMITED,1.3539810690000422,58.81668458300004
4125,BEINN,CNS,BEINN,P,Oil Field Exporting to Pipeline,Offshore,"7/14/2015, 8:00 PM",201507,07,July,2015,57.84,80,0.01623226,723,,,,,425.6,0.60605097,532,0.8,,,,,0,0,56,0.01136258,MARATHON OIL UK LIMITED,1.3539810690000422,58.81668458300004
4126,BEINN,CNS,BEINN,P,Oil Field Exporting to Pipeline,Offshore,"8/14/2015, 8:00 PM",201508,08,August,2015,24.012,29,0.00588419,828,,,,,140.8,0.20049806,176,0.8,,,,,0,0,25,0.00507258,MARATHON OIL UK LIMITED,1.3539810690000422,58.81668458300004
4127,BEINN,CNS,BEINN,P,Oil Field Exporting to Pipeline,Offshore,"9/14/2015, 8:00 PM",201509,09,September,2015,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,MARATHON OIL UK LIMITED,1.3539810690000422,58.81668458300004
4128,BEINN,CNS,BEINN,P,Oil Field Exporting to Pipeline,Offshore,"10/14/2015, 8:00 PM",201510,10,October,2015,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,MARATHON OIL UK LIMITED,1.3539810690000422,58.81668458300004
4129,BEINN,CNS,BEINN,P,Oil Field Exporting to Pipeline,Offshore,"11/14/2015, 7:00 PM",201511,11,November,2015,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,MARATHON OIL UK LIMITED,1.3539810690000422,58.81668458300004
4130,BEINN,CNS,BEINN,P,Oil Field Exporting to Pipeline,Offshore,"12/14/2015, 7:00 PM",201512,12,December,2015,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,MARATHON OIL UK LIMITED,1.3539810690000422,58.81668458300004
4131,BEINN,CNS,BEINN,P,Oil Field Exporting to Pipeline,Offshore,"1/14/2016, 7:00 PM",201601,01,January,2016,788.508,1043,0.21162806,756,,,,,2693.6,3.83566468,3367,0.8,,,,,0,0,739,0.14994548,MARATHON OIL UK LIMITED,1.3539810690000422,58.81668458300004
4132,BEINN,CNS,BEINN,P,Oil Field Exporting to Pipeline,Offshore,"2/14/2016, 7:00 PM",201602,02,Feburary,2016,467.232,628,0.13621103,744,,,,,1696.8,2.58286603,2121,0.8,,,,,0,0,407,0.0882769,MARATHON OIL UK LIMITED,1.3539810690000422,58.81668458300004
4133,BEINN,CNS,BEINN,P,Oil Field Exporting to Pipeline,Offshore,"3/14/2016, 8:00 PM",201603,03,March,2016,698.204,926,0.18788839,754,,,,,2667.2,3.79807129,3334,0.8,,,,,0,0,715,0.14507581,MARATHON OIL UK LIMITED,1.3539810690000422,58.81668458300004
4134,BEINN,CNS,BEINN,P,Oil Field Exporting to Pipeline,Offshore,"4/14/2016, 8:00 PM",201604,04,April,2016,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,MARATHON OIL UK LIMITED,1.3539810690000422,58.81668458300004
4135,BEINN,CNS,BEINN,P,Oil Field Exporting to Pipeline,Offshore,"5/14/2016, 8:00 PM",201605,05,May,2016,577.564,754,0.15298903,766,,,,,1288.8,1.83524081,1611,0.8,,,,,0,0,671,0.13614806,MARATHON OIL UK LIMITED,1.3539810690000422,58.81668458300004
4136,BEINN,CNS,BEINN,P,Oil Field Exporting to Pipeline,Offshore,"6/14/2016, 8:00 PM",201606,06,June,2016,214.06,278,0.05828733,770,,,,,493.6,0.72631183,617,0.8,,,,,0,0,167,0.03501433,MARATHON OIL UK LIMITED,1.3539810690000422,58.81668458300004
4137,BEINN,CNS,BEINN,P,Oil Field Exporting to Pipeline,Offshore,"7/14/2016, 8:00 PM",201607,07,July,2016,831.712,1106,0.22441097,752,,,,,1964.8,2.79785935,2456,0.8,,,,,0,0,996,0.20209161,MARATHON OIL UK LIMITED,1.3539810690000422,58.81668458300004
4138,BEINN,CNS,BEINN,P,Oil Field Exporting to Pipeline,Offshore,"8/14/2016, 8:00 PM",201608,08,August,2016,646.065,879,0.17835194,735,,,,,1444,2.05624435,1805,0.8,,,,,0,0,578,0.11727806,MARATHON OIL UK LIMITED,1.3539810690000422,58.81668458300004
4139,BEINN,CNS,BEINN,P,Oil Field Exporting to Pipeline,Offshore,"9/14/2016, 8:00 PM",201609,09,September,2016,783.732,1084,0.22727867,723,,,,,1690.4,2.48735317,2113,0.8,,,,,0,0,782,0.16395933,MARATHON OIL UK LIMITED,1.3539810690000422,58.81668458300004
4140,BEINN,CNS,BEINN,P,Oil Field Exporting to Pipeline,Offshore,"10/14/2016, 8:00 PM",201610,10,October,2016,895.455,1215,0.24652742,737,,,,,1922.4,2.7374821,2403,0.8,,,,,0,0,960,0.1947871,MARATHON OIL UK LIMITED,1.3539810690000422,58.81668458300004
4141,BEINN,CNS,BEINN,P,Oil Field Exporting to Pipeline,Offshore,"11/14/2016, 7:00 PM",201611,11,November,2016,825.084,1118,0.23440733,738,,,,,1847.2,2.71807783,2309,0.8,,,,,0,0,902,0.18911933,MARATHON OIL UK LIMITED,1.3539810690000422,58.81668458300004
4142,BEINN,CNS,BEINN,P,Oil Field Exporting to Pipeline,Offshore,"12/14/2016, 7:00 PM",201612,12,December,2016,826.446,1086,0.2203529,761,,,,,1605.6,2.28636145,2007,0.8,,,,,0,0,881,0.17875774,MARATHON OIL UK LIMITED,1.3539810690000422,58.81668458300004
4143,BEINN,CNS,BEINN,P,Oil Field Exporting to Pipeline,Offshore,"1/14/2017, 7:00 PM",201701,01,January,2017,846.155,1145,0.23232419,739,,,,,1984.8,2.82633919,2481,0.8,,,,,0,0,1009,0.20472935,MARATHON OIL UK LIMITED,1.3539810690000422,58.81668458300004
4144,BEINN,CNS,BEINN,P,Oil Field Exporting to Pipeline,Offshore,"2/14/2017, 7:00 PM",201702,02,Feburary,2017,708.944,944,0.21206286,751,,,,,1402.4,2.21097125,1753,0.8,,,,,0,0,849,0.19072179,MARATHON OIL UK LIMITED,1.3539810690000422,58.81668458300004
4145,BEINN,CNS,BEINN,P,Oil Field Exporting to Pipeline,Offshore,"3/14/2017, 8:00 PM",201703,03,March,2017,782.272,1088,0.22075871,719,,,,,1704,2.42648226,2130,0.8,,,,,0,0,845,0.17145323,MARATHON OIL UK LIMITED,1.3539810690000422,58.81668458300004
4146,BEINN,CNS,BEINN,P,Oil Field Exporting to Pipeline,Offshore,"4/14/2017, 8:00 PM",201704,04,April,2017,682.42,916,0.19205467,745,,,,,1130.4,1.6633365,1413,0.8,,,,,0,0,837,0.175491,MARATHON OIL UK LIMITED,1.3539810690000422,58.81668458300004
4147,BEINN,CNS,BEINN,P,Oil Field Exporting to Pipeline,Offshore,"5/14/2017, 8:00 PM",201705,05,May,2017,800.875,1075,0.21812097,745,,,,,1324,1.88536532,1655,0.8,,,,,0,0,862,0.17490258,MARATHON OIL UK LIMITED,1.3539810690000422,58.81668458300004
4148,BEINN,CNS,BEINN,P,Oil Field Exporting to Pipeline,Offshore,"6/14/2017, 8:00 PM",201706,06,June,2017,1592.2,2095,0.43925167,760,,,,,2695.2,3.9658745,3369,0.8,,,,,0,0,1095,0.229585,MARATHON OIL UK LIMITED,1.3539810690000422,58.81668458300004
4149,BEINN,CNS,BEINN,P,Oil Field Exporting to Pipeline,Offshore,"7/14/2017, 8:00 PM",201707,07,July,2017,1869.21,2415,0.49001129,774,,,,,3516.8,5.00789484,4396,0.8,,,,,0,0,1161,0.23557065,MARATHON OIL UK LIMITED,1.3539810690000422,58.81668458300004
4150,BEINN,CNS,BEINN,P,Oil Field Exporting to Pipeline,Offshore,"8/14/2017, 8:00 PM",201708,08,August,2017,1633.112,2132,0.43258968,766,,,,,3032.8,4.31868274,3791,0.8,,,,,0,0,948,0.19235226,MARATHON OIL UK LIMITED,1.3539810690000422,58.81668458300004
4151,BEINN,CNS,BEINN,P,Oil Field Exporting to Pipeline,Offshore,"9/14/2017, 8:00 PM",201709,09,September,2017,1694.815,2159,0.45267033,785,,,,,3601.6,5.29960433,4502,0.8,,,,,0,0,1228,0.25747067,MARATHON OIL UK LIMITED,1.3539810690000422,58.81668458300004
4152,BEINN,CNS,BEINN,P,Oil Field Exporting to Pipeline,Offshore,"10/14/2017, 8:00 PM",201710,10,October,2017,349.44,455,0.09232097,768,,,,,805.6,1.1471679,1007,0.8,,,,,0,0,269,0.05458097,MARATHON OIL UK LIMITED,1.3539810690000422,58.81668458300004
4153,BEINN,CNS,BEINN,P,Oil Field Exporting to Pipeline,Offshore,"11/14/2017, 7:00 PM",201711,11,November,2017,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,MARATHON OIL UK LIMITED,1.3539810690000422,58.81668458300004
4154,BEINN,CNS,BEINN,P,Oil Field Exporting to Pipeline,Offshore,"12/14/2017, 7:00 PM",201712,12,December,2017,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,MARATHON OIL UK LIMITED,1.3539810690000422,58.81668458300004
4155,BEINN,CNS,BEINN,P,Oil Field Exporting to Pipeline,Offshore,"1/14/2018, 7:00 PM",201801,01,January,2018,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,MARATHON OIL UK LIMITED,1.3539810690000422,58.81668458300004
4156,BEINN,CNS,BEINN,P,Oil Field Exporting to Pipeline,Offshore,"2/14/2018, 7:00 PM",201802,02,Feburary,2018,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,MARATHON OIL UK LIMITED,1.3539810690000422,58.81668458300004
4157,BEINN,CNS,BEINN,P,Oil Field Exporting to Pipeline,Offshore,"3/14/2018, 8:00 PM",201803,03,March,2018,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,MARATHON OIL UK LIMITED,1.3539810690000422,58.81668458300004
4158,BEINN,CNS,BEINN,P,Oil Field Exporting to Pipeline,Offshore,"4/14/2018, 8:00 PM",201804,04,April,2018,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,MARATHON OIL UK LIMITED,1.3539810690000422,58.81668458300004
4159,BEINN,CNS,BEINN,P,Oil Field Exporting to Pipeline,Offshore,"5/14/2018, 8:00 PM",201805,05,May,2018,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,MARATHON OIL UK LIMITED,1.3539810690000422,58.81668458300004
4160,BEINN,CNS,BEINN,P,Oil Field Exporting to Pipeline,Offshore,"6/14/2018, 8:00 PM",201806,06,June,2018,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,MARATHON OIL UK LIMITED,1.3539810690000422,58.81668458300004
4161,BEINN,CNS,BEINN,P,Oil Field Exporting to Pipeline,Offshore,"7/14/2018, 8:00 PM",201807,07,July,2018,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,MARATHON OIL UK LIMITED,1.3539810690000422,58.81668458300004
4162,BEINN,CNS,BEINN,P,Oil Field Exporting to Pipeline,Offshore,"8/14/2018, 8:00 PM",201808,08,August,2018,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,MARATHON OIL UK LIMITED,1.3539810690000422,58.81668458300004
4163,BEINN,CNS,BEINN,P,Oil Field Exporting to Pipeline,Offshore,"9/14/2018, 8:00 PM",201809,09,September,2018,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,MARATHON OIL UK LIMITED,1.3539810690000422,58.81668458300004
4164,BEINN,CNS,BEINN,P,Oil Field Exporting to Pipeline,Offshore,"10/14/2018, 8:00 PM",201810,10,October,2018,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,MARATHON OIL UK LIMITED,1.3539810690000422,58.81668458300004
4165,BEINN,CNS,BEINN,P,Oil Field Exporting to Pipeline,Offshore,"11/14/2018, 7:00 PM",201811,11,November,2018,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,MARATHON OIL UK LIMITED,1.3539810690000422,58.81668458300004
4166,BEINN,CNS,BEINN,P,Oil Field Exporting to Pipeline,Offshore,"12/14/2018, 7:00 PM",201812,12,December,2018,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,MARATHON OIL UK LIMITED,1.3539810690000422,58.81668458300004
4350,BIRCH,CNS,BIRCH,P,Oil Field Exporting to Pipeline,Offshore,"1/14/2011, 7:00 PM",201101,01,January,2011,4179.174,5011,1.01674806,834,,,,,3263.2,4.64677048,4079,0.8,,,,,0,0,14790,3.00093871,SPIRIT ENERGY,1.2575996780000196,58.576673836000055
4351,BIRCH,CNS,BIRCH,P,Oil Field Exporting to Pipeline,Offshore,"2/14/2011, 7:00 PM",201102,02,Feburary,2011,4278.231,5211,1.17061393,821,,,,,3668.8,5.7840925,4586,0.8,,,,,0,0,16101,3.61697464,SPIRIT ENERGY,1.2575996780000196,58.576673836000055
4352,BIRCH,CNS,BIRCH,P,Oil Field Exporting to Pipeline,Offshore,"3/14/2011, 8:00 PM",201103,03,March,2011,4248.384,5232,1.06158968,812,,,,,1868.8,2.66115613,2336,0.8,,,,,0,0,12249,2.48536161,SPIRIT ENERGY,1.2575996780000196,58.576673836000055
4353,BIRCH,CNS,BIRCH,P,Oil Field Exporting to Pipeline,Offshore,"4/14/2011, 8:00 PM",201104,04,April,2011,4626.105,6095,1.27791833,759,,,,,3268,4.80872583,4085,0.8,,,,,0,0,14095,2.95525167,SPIRIT ENERGY,1.2575996780000196,58.576673836000055
4354,BIRCH,CNS,BIRCH,P,Oil Field Exporting to Pipeline,Offshore,"5/14/2011, 8:00 PM",201105,05,May,2011,3707.505,4735,0.96074677,783,,,,,1919.2,2.73292532,2399,0.8,,,,,156,0.0316529,12888,2.61501677,SPIRIT ENERGY,1.2575996780000196,58.576673836000055
4355,BIRCH,CNS,BIRCH,P,Oil Field Exporting to Pipeline,Offshore,"6/14/2011, 8:00 PM",201106,06,June,2011,2938.658,3734,0.78289533,787,,,,,1886.4,2.775759,2358,0.8,,,,,0,0,12548,2.63089733,SPIRIT ENERGY,1.2575996780000196,58.576673836000055
4356,BIRCH,CNS,BIRCH,P,Oil Field Exporting to Pipeline,Offshore,"7/14/2011, 8:00 PM",201107,07,July,2011,3834.233,4999,1.01431323,767,,,,,3315.2,4.72081806,4144,0.8,,,,,0,0,14806,3.00418516,SPIRIT ENERGY,1.2575996780000196,58.576673836000055
4357,BIRCH,CNS,BIRCH,P,Oil Field Exporting to Pipeline,Offshore,"8/14/2011, 8:00 PM",201108,08,August,2011,2657.46,3407,0.69129129,780,,,,,1573.6,2.24079371,1967,0.8,,,,,0,0,12815,2.60020484,SPIRIT ENERGY,1.2575996780000196,58.576673836000055
4358,BIRCH,CNS,BIRCH,P,Oil Field Exporting to Pipeline,Offshore,"9/14/2011, 8:00 PM",201109,09,September,2011,3284.8,4106,0.86089133,800,,,,,1758.4,2.58741233,2198,0.8,,,,,0,0,10680,2.23924,SPIRIT ENERGY,1.2575996780000196,58.576673836000055
4359,BIRCH,CNS,BIRCH,P,Oil Field Exporting to Pipeline,Offshore,"10/14/2011, 8:00 PM",201110,10,October,2011,3529.584,4572,0.92767355,772,,,,,1989.6,2.83317435,2487,0.8,,,,,0,0,11088,2.24979097,SPIRIT ENERGY,1.2575996780000196,58.576673836000055
4360,BIRCH,CNS,BIRCH,P,Oil Field Exporting to Pipeline,Offshore,"11/14/2011, 7:00 PM",201111,11,November,2011,3528.354,4489,0.94119367,786,,,,,2875.2,4.230737,3594,0.8,,,,,0,0,13122,2.751246,SPIRIT ENERGY,1.2575996780000196,58.576673836000055
4361,BIRCH,CNS,BIRCH,P,Oil Field Exporting to Pipeline,Offshore,"12/14/2011, 7:00 PM",201112,12,December,2011,3804.814,4798,0.97352968,793,,,,,3066.4,4.36652887,3833,0.8,,,,,0,0,12278,2.49124581,SPIRIT ENERGY,1.2575996780000196,58.576673836000055
4362,BIRCH,CNS,BIRCH,P,Oil Field Exporting to Pipeline,Offshore,"1/14/2012, 7:00 PM",201201,01,January,2012,2985.762,3939,0.79923581,758,,,,,2596.8,3.69782226,3246,0.8,,,,,0,0,10915,2.21468871,SPIRIT ENERGY,1.2575996780000196,58.576673836000055
4363,BIRCH,CNS,BIRCH,P,Oil Field Exporting to Pipeline,Offshore,"2/14/2012, 7:00 PM",201202,02,Feburary,2012,2990.746,4058,0.88016621,737,,,,,2214.4,3.37075586,2768,0.8,,,,,0,0,11628,2.5220731,SPIRIT ENERGY,1.2575996780000196,58.576673836000055
4364,BIRCH,CNS,BIRCH,P,Oil Field Exporting to Pipeline,Offshore,"3/14/2012, 8:00 PM",201203,03,March,2012,3348.514,4441,0.90109323,754,,,,,1941.6,2.76482274,2427,0.8,,,,,0,0,11503,2.33399581,SPIRIT ENERGY,1.2575996780000196,58.576673836000055
4365,BIRCH,CNS,BIRCH,P,Oil Field Exporting to Pipeline,Offshore,"4/14/2012, 8:00 PM",201204,04,April,2012,3496.646,4843,1.01541567,722,,,,,1976.8,2.90877883,2471,0.8,,,,,0,0,11788,2.47155067,SPIRIT ENERGY,1.2575996780000196,58.576673836000055
4366,BIRCH,CNS,BIRCH,P,Oil Field Exporting to Pipeline,Offshore,"5/14/2012, 8:00 PM",201205,05,May,2012,3187.5,4250,0.86233871,750,,,,,2976.8,4.23893919,3721,0.8,,,,,0,0,12902,2.61785742,SPIRIT ENERGY,1.2575996780000196,58.576673836000055
4367,BIRCH,CNS,BIRCH,P,Oil Field Exporting to Pipeline,Offshore,"6/14/2012, 8:00 PM",201206,06,June,2012,2186.679,2967,0.622081,737,,,,,2760.8,4.06240217,3451,0.8,,,,,0,0,10017,2.100231,SPIRIT ENERGY,1.2575996780000196,58.576673836000055
4368,BIRCH,CNS,BIRCH,P,Oil Field Exporting to Pipeline,Offshore,"7/14/2012, 8:00 PM",201207,07,July,2012,1724.8,2240,0.45450323,770,,,,,1520.8,2.16560694,1901,0.8,,,,,0,0,7869,1.59664548,SPIRIT ENERGY,1.2575996780000196,58.576673836000055
4369,BIRCH,CNS,BIRCH,P,Oil Field Exporting to Pipeline,Offshore,"8/14/2012, 8:00 PM",201208,08,August,2012,307.875,375,0.07608871,821,,,,,260,0.3702379,325,0.8,,,,,0,0,1220,0.24754194,SPIRIT ENERGY,1.2575996780000196,58.576673836000055
4370,BIRCH,CNS,BIRCH,P,Oil Field Exporting to Pipeline,Offshore,"9/14/2012, 8:00 PM",201209,09,September,2012,2719.728,3434,0.71999533,792,,,,,2096.8,3.08535383,2621,0.8,,,,,0,0,10916,2.28872133,SPIRIT ENERGY,1.2575996780000196,58.576673836000055
4371,BIRCH,CNS,BIRCH,P,Oil Field Exporting to Pipeline,Offshore,"10/14/2012, 8:00 PM",201210,10,October,2012,2957.328,3734,0.75764065,7462,,,,,429.6,0.61174694,537,0.8,,,,,0,0,15186,3.08128839,SPIRIT ENERGY,1.2575996780000196,58.576673836000055
4372,BIRCH,CNS,BIRCH,P,Oil Field Exporting to Pipeline,Offshore,"11/14/2012, 7:00 PM",201211,11,November,2012,3051.02,4123,0.86445567,740,,,,,964.8,1.419663,1206,0.8,,,,,0,0,15410,3.23096333,SPIRIT ENERGY,1.2575996780000196,58.576673836000055
4373,BIRCH,CNS,BIRCH,P,Oil Field Exporting to Pipeline,Offshore,"12/14/2012, 7:00 PM",201212,12,December,2012,2686.164,3484,0.70691484,771,,,,,2766.4,3.93933129,3458,0.8,,,,,0,0,11539,2.34130032,SPIRIT ENERGY,1.2575996780000196,58.576673836000055
